Netlist file: ../../benchmarks/fpga/net_EPFL/max.net   Architecture file: arch/k4-n1.xml
Array size: 414 x 414 logic blocks

#block name	x	y	subblk	block number
#----------	--	--	------	------------
out_address0:new_n3502_	336	415	0	#0
address1	188	220	0	#1
new_n849_	227	194	0	#2838
new_n850_	225	193	0	#2839
new_n851_	223	192	0	#2840
new_n852_	221	191	0	#2841
new_n853_	219	190	0	#2842
new_n854_	217	189	0	#2843
new_n855_	215	188	0	#2844
new_n856_	209	187	0	#2845
new_n857_	207	186	0	#2846
new_n858_	201	185	0	#2847
new_n859_	197	184	0	#2848
new_n860_	195	182	0	#2849
new_n861_	193	181	0	#2850
new_n862_	191	174	0	#2851
new_n863_	189	173	0	#2852
new_n864_	187	158	0	#2853
new_n865_	179	157	0	#2854
new_n866_	163	156	0	#2855
new_n867_	129	155	0	#2856
new_n868_	115	154	0	#2857
new_n869_	85	154	0	#2858
new_n870_	51	155	0	#2859
out_new_n871_:new_n870_	0	156	0	#2860
new_n872_	263	1	0	#2861
out_new_n873_:new_n872_	263	0	0	#2862
out_new_n874_:in331	264	0	0	#2863
out_new_n875_:in336	415	58	0	#2864
new_n876_	414	86	0	#2865
out_new_n877_:in339	228	415	0	#2866
new_n878_	221	1	0	#2867
out_new_n879_:new_n878_	220	0	0	#2868
new_n880_	414	85	0	#2869
out_new_n881_:new_n880_	415	86	0	#2870
new_n882_	1	99	0	#2871
out_new_n883_:in335	59	0	0	#2872
new_n884_	384	1	0	#2873
out_new_n885_:new_n884_	384	0	0	#2874
out_new_n886_:in332	41	0	0	#2875
new_n887_	1	98	0	#2876
new_n888_	2	98	0	#2877
new_n889_	2	97	0	#2878
new_n890_	1	97	0	#2879
out_new_n891_:new_n890_	0	97	0	#2880
out_new_n892_:in339	226	415	0	#2881
out_new_n893_:in335	61	0	0	#2882
out_new_n894_:in333	0	105	0	#2883
new_n895_	383	1	0	#2884
new_n896_	43	1	0	#2885
out_new_n897_:new_n896_	43	0	0	#2886
new_n898_	382	1	0	#2887
new_n899_	381	1	0	#2888
new_n900_	380	2	0	#2889
new_n901_	380	1	0	#2890
out_new_n902_:new_n901_	380	0	0	#2891
out_new_n903_:in337	415	95	0	#2892
new_n904_	414	50	0	#2893
new_n905_	414	49	0	#2894
new_n906_	414	48	0	#2895
out_new_n907_:new_n906_	415	48	0	#2896
new_n908_	221	2	0	#2897
new_n909_	222	2	0	#2898
new_n910_	222	16	0	#2899
new_n911_	222	71	0	#2900
new_n912_	222	132	0	#2901
out_new_n913_:new_n912_	222	415	0	#2902
out_new_n914_:in341	415	386	0	#2903
out_new_n915_:in343	153	415	0	#2904
new_n916_	414	298	0	#2905
out_new_n917_:new_n916_	415	299	0	#2906
new_n918_	357	370	0	#2907
out_new_n919_:in344	0	292	0	#2908
new_n920_	1	81	0	#2909
out_new_n921_:in347	61	415	0	#2910
new_n922_	406	405	0	#2911
out_new_n923_:new_n922_	406	415	0	#2912
new_n924_	1	79	0	#2913
out_new_n925_:new_n924_	0	79	0	#2914
new_n926_	361	370	0	#2915
new_n927_	363	370	0	#2916
new_n928_	373	370	0	#2917
out_new_n929_:new_n928_	415	371	0	#2918
out_new_n930_:in347	63	415	0	#2919
out_new_n931_:in343	151	415	0	#2920
out_new_n932_:in341	415	384	0	#2921
new_n933_	414	284	0	#2922
new_n934_	357	397	0	#2923
out_new_n935_:new_n934_	356	415	0	#2924
new_n936_	414	283	0	#2925
new_n937_	414	281	0	#2926
new_n938_	414	280	0	#2927
new_n939_	414	279	0	#2928
out_new_n940_:new_n939_	415	279	0	#2929
out_new_n941_:in345	0	89	0	#2930
new_n942_	1	280	0	#2931
new_n943_	1	279	0	#2932
new_n944_	1	278	0	#2933
out_new_n945_:new_n944_	0	278	0	#2934
new_n946_	407	291	0	#2935
new_n947_	408	291	0	#2936
new_n948_	409	291	0	#2937
new_n949_	410	291	0	#2938
new_n950_	412	291	0	#2939
out_new_n951_:new_n950_	415	291	0	#2940
out_new_n952_:in349	415	23	0	#2941
out_new_n953_:in353	9	0	0	#2942
new_n954_	74	1	0	#2943
out_new_n955_:in355	305	0	0	#2944
new_n956_	1	282	0	#2945
out_new_n957_:new_n956_	0	282	0	#2946
new_n958_	73	1	0	#2947
out_new_n959_:new_n958_	73	0	0	#2948
out_new_n960_:in351	0	410	0	#2949
new_n961_	395	401	0	#2950
out_new_n962_:new_n961_	394	415	0	#2951
new_n963_	365	1	0	#2952
new_n964_	364	1	0	#2953
new_n965_	362	1	0	#2954
new_n966_	363	1	0	#2955
out_new_n967_:new_n966_	363	0	0	#2956
out_new_n968_:in355	303	0	0	#2957
out_new_n969_:in351	0	412	0	#2958
out_new_n970_:in349	415	21	0	#2959
new_n971_	395	221	0	#2960
new_n972_	368	1	0	#2961
out_new_n973_:new_n972_	368	0	0	#2962
new_n974_	396	221	0	#2963
new_n975_	397	221	0	#2964
new_n976_	398	221	0	#2965
new_n977_	400	221	0	#2966
out_new_n978_:new_n977_	415	222	0	#2967
out_new_n979_:in353	7	0	0	#2968
new_n980_	3	282	0	#2969
new_n981_	75	1	0	#2970
out_new_n982_:new_n981_	75	0	0	#2971
new_n983_	3	281	0	#2972
new_n984_	3	280	0	#2973
new_n985_	2	280	0	#2974
new_n986_	2	281	0	#2975
new_n987_	1	281	0	#2976
out_new_n988_:new_n987_	0	288	0	#2977
out_new_n989_:in357	375	415	0	#2978
out_new_n990_:in359	55	0	0	#2979
new_n991_	236	1	0	#2980
out_new_n992_:new_n991_	236	0	0	#2981
new_n993_	173	399	0	#2982
out_new_n994_:in360	186	415	0	#2983
new_n995_	190	410	0	#2984
out_new_n996_:in363	379	0	0	#2985
new_n997_	414	293	0	#2986
out_new_n998_:new_n997_	415	294	0	#2987
new_n999_	191	410	0	#2988
out_result0:new_n3120_	366	415	0	#2989
out_result1:new_n3123_	415	306	0	#2990
out_result10:new_n3150_	0	71	0	#2991
out_result100:new_n3420_	415	122	0	#2992
out_result101:new_n3423_	0	314	0	#2993
out_result102:new_n3426_	415	117	0	#2994
out_result103:new_n3429_	415	102	0	#2995
out_result104:new_n3432_	82	415	0	#2996
out_result105:new_n3435_	302	0	0	#2997
out_result106:new_n3438_	68	0	0	#2998
out_result107:new_n3441_	358	415	0	#2999
out_result108:new_n3444_	0	284	0	#3000
out_result109:new_n3447_	0	157	0	#3001
out_result11:new_n3153_	415	141	0	#3002
out_result110:new_n3450_	365	415	0	#3003
out_result111:new_n3453_	316	415	0	#3004
out_result112:new_n3456_	148	415	0	#3005
out_result113:new_n3459_	0	226	0	#3006
out_result114:new_n3462_	0	69	0	#3007
out_result115:new_n3465_	415	192	0	#3008
out_result116:new_n3468_	155	415	0	#3009
out_result117:new_n3471_	164	415	0	#3010
out_result118:new_n3474_	24	0	0	#3011
out_result119:new_n3477_	200	0	0	#3012
out_result12:new_n3156_	66	415	0	#3013
out_result120:new_n3480_	84	0	0	#3014
out_result121:new_n3483_	370	0	0	#3015
out_result122:new_n3486_	100	415	0	#3016
out_result123:new_n3489_	268	415	0	#3017
out_result124:new_n3492_	415	191	0	#3018
out_result125:new_n3495_	415	376	0	#3019
out_result126:new_n3498_	415	93	0	#3020
out_result127:new_n3082_	144	0	0	#3021
out_result13:new_n3159_	86	415	0	#3022
out_result14:new_n3162_	142	415	0	#3023
out_result15:new_n3165_	168	0	0	#3024
out_result16:new_n3168_	415	24	0	#3025
out_result17:new_n3171_	0	77	0	#3026
out_result18:new_n3174_	0	344	0	#3027
out_result19:new_n3177_	415	259	0	#3028
out_result2:new_n3126_	415	167	0	#3029
out_result20:new_n3180_	48	415	0	#3030
out_result21:new_n3183_	124	0	0	#3031
out_result22:new_n3186_	60	415	0	#3032
out_result23:new_n3189_	386	415	0	#3033
out_result24:new_n3192_	0	225	0	#3034
out_result25:new_n3195_	0	342	0	#3035
out_result26:new_n3198_	350	415	0	#3036
out_result27:new_n3201_	415	273	0	#3037
out_result28:new_n3204_	0	268	0	#3038
out_result29:new_n3207_	0	270	0	#3039
out_result3:new_n3129_	415	292	0	#3040
out_result30:new_n3210_	56	0	0	#3041
out_result31:new_n3213_	415	65	0	#3042
out_result32:new_n3216_	110	415	0	#3043
out_result33:new_n3219_	108	415	0	#3044
out_result34:new_n3222_	146	0	0	#3045
out_result35:new_n3225_	415	57	0	#3046
out_result36:new_n3228_	0	177	0	#3047
out_result37:new_n3231_	0	25	0	#3048
out_result38:new_n3234_	0	249	0	#3049
out_result39:new_n3237_	415	274	0	#3050
out_result4:new_n3132_	0	324	0	#3051
out_result40:new_n3240_	197	0	0	#3052
out_result41:new_n3243_	196	415	0	#3053
out_result42:new_n3246_	415	227	0	#3054
out_result43:new_n3249_	88	0	0	#3055
out_result44:new_n3252_	71	415	0	#3056
out_result45:new_n3255_	119	0	0	#3057
out_result46:new_n3258_	415	112	0	#3058
out_result47:new_n3261_	0	159	0	#3059
out_result48:new_n3264_	0	138	0	#3060
out_result49:new_n3267_	108	0	0	#3061
out_result5:new_n3135_	196	0	0	#3062
out_result50:new_n3270_	0	327	0	#3063
out_result51:new_n3273_	0	57	0	#3064
out_result52:new_n3276_	126	0	0	#3065
out_result53:new_n3279_	198	415	0	#3066
out_result54:new_n3282_	96	0	0	#3067
out_result55:new_n3285_	126	415	0	#3068
out_result56:new_n3288_	229	415	0	#3069
out_result57:new_n3291_	415	138	0	#3070
out_result58:new_n3294_	74	415	0	#3071
out_result59:new_n3297_	334	0	0	#3072
out_result6:new_n3138_	0	311	0	#3073
out_result60:new_n3300_	104	415	0	#3074
out_result61:new_n3303_	415	205	0	#3075
out_result62:new_n3306_	415	188	0	#3076
out_result63:new_n3309_	264	415	0	#3077
out_result64:new_n3312_	199	0	0	#3078
out_result65:new_n3315_	266	0	0	#3079
out_result66:new_n3318_	0	75	0	#3080
out_result67:new_n3321_	137	0	0	#3081
out_result68:new_n3324_	415	123	0	#3082
out_result69:new_n3327_	415	269	0	#3083
out_result7:new_n3141_	330	415	0	#3084
out_result70:new_n3330_	0	326	0	#3085
out_result71:new_n3333_	415	228	0	#3086
out_result72:new_n3336_	415	233	0	#3087
out_result73:new_n3339_	342	0	0	#3088
out_result74:new_n3342_	0	222	0	#3089
out_result75:new_n3345_	0	338	0	#3090
out_result76:new_n3348_	415	155	0	#3091
out_result77:new_n3351_	415	14	0	#3092
out_result78:new_n3354_	415	249	0	#3093
out_result79:new_n3357_	415	96	0	#3094
out_result8:new_n3144_	0	17	0	#3095
out_result80:new_n3360_	415	223	0	#3096
out_result81:new_n3363_	0	286	0	#3097
out_result82:new_n3366_	198	0	0	#3098
out_result83:new_n3369_	342	415	0	#3099
out_result84:new_n3372_	166	0	0	#3100
out_result85:new_n3375_	162	0	0	#3101
out_result86:new_n3378_	0	182	0	#3102
out_result87:new_n3381_	0	172	0	#3103
out_result88:new_n3384_	0	357	0	#3104
out_result89:new_n3387_	415	64	0	#3105
out_result9:new_n3147_	415	204	0	#3106
out_result90:new_n3390_	214	415	0	#3107
out_result91:new_n3393_	0	107	0	#3108
out_result92:new_n3396_	10	0	0	#3109
out_result93:new_n3399_	312	415	0	#3110
out_result94:new_n3402_	324	415	0	#3111
out_result95:new_n3405_	94	415	0	#3112
out_result96:new_n3408_	80	415	0	#3113
out_result97:new_n3411_	0	363	0	#3114
out_result98:new_n3414_	415	74	0	#3115
out_result99:new_n3417_	128	415	0	#3116
